"id","name","type","phone","website","latitude","longitude","region"
"tun_c011","Lella Aroussia","cafe","","","36.8429","10.1655","Tunis"
"tun_c012","Café Amir","cafe","","","36.8527","10.1595","Tunis"
"tun_c013","Café Centre Ines","cafe","","","36.8381","10.1596","Tunis"
"tun_c014","Café Plug","cafe","+216 71 800 500","","36.8423","10.1789","Tunis"
"tun_c015","Le Boeuf sur le Toit","cafe","+216 71 800 300","","36.8456","10.1856","Tunis"
"tun_c016","Café Tibou","cafe","","","36.8345","10.1680","Tunis"
"tun_c017","Saf Saf Café La Marsa","cafe","+216 71 743 535","","36.8780","10.3267","Tunis"
"tun_c018","Café Bondin","cafe","","","36.7980","10.1830","Tunis"
"tun_c019","Café Panorama Sidi Bou Said","cafe","+216 71 740 282","","36.8705","10.3475","Tunis"
"tun_c020","Le Gourmet","cafe","+216 71 800 800","","36.8398","10.1789","Tunis"
"tun_c021","Café Riche","cafe","","","36.8009","10.1820","Tunis"
"tun_c022","Café de Paris","cafe","+216 71 252 477","","36.8016","10.1832","Tunis"
"tun_c023","Café Diwan","cafe","","","36.7975","10.1710","Tunis"
"tun_c024","Café Chaouachine","cafe","","","36.7989","10.1718","Tunis"
"tun_c025","Café Halfaouine","cafe","","","36.8056","10.1681","Tunis"
"tun_c026","Café Au Petit Coin Sidi Bou","cafe","","","36.8714","10.3482","Tunis"
"tun_c027","Café Délices","cafe","+216 71 740 800","","36.8703","10.3475","Tunis"
"tun_c028","Café Le Berbère","cafe","","","36.7988","10.1715","Tunis"
"tun_c029","Café El Hamra","cafe","","","36.8001","10.1825","Tunis"
"tun_c030","Café Bel Vue","cafe","","","36.8298","10.1738","Tunis"
"tun_c031","Café Renaissance","cafe","","","36.8019","10.1830","Tunis"
"tun_c032","Café Le Colisée","cafe","","","36.8024","10.1828","Tunis"
"tun_c033","Café El Hana","cafe","","","36.8025","10.1825","Tunis"
"tun_c034","Café El Manar","cafe","","","36.8389","10.1623","Tunis"
"tun_c035","Café Le Diplomate","cafe","","","36.8398","10.1689","Tunis"
"tun_mq001","Grande Mosquée Zitouna","mosque","","","36.7975","10.1714","Tunis"
"tun_mq002","Mosquée Sidi Mahrez","mosque","","","36.8001","10.1719","Tunis"
"tun_mq003","Mosquée Hammouda Pacha","mosque","","","36.7983","10.1714","Tunis"
"tun_mq004","Mosquée Youssef Dey","mosque","","","36.7986","10.1714","Tunis"
"tun_mq005","Mosquée El Ksar","mosque","","","36.7980","10.1711","Tunis"
"tun_mq006","Mosquée Saheb Ettabaa","mosque","","","36.8054","10.1678","Tunis"
"tun_mq007","Mosquée El Malek","mosque","","","36.7990","10.1716","Tunis"
"tun_mq008","Mosquée El Halfaouine","mosque","","","36.8058","10.1685","Tunis"
"tun_mq009","Mosquée Sidi Bou Said","mosque","","","36.8706","10.3478","Tunis"
"tun_mq010","Mosquée El Fath","mosque","","","36.8345","10.1845","Tunis"
"tun_ch001","Cathédrale Saint-Vincent-de-Paul","church","+216 71 256 154","","36.8005","10.1820","Tunis"
"tun_ch002","Cathédrale Saint-Louis Carthage","church","","","36.8533","10.3240","Tunis"
"tun_ch003","Église Sainte-Croix","church","","","36.7989","10.1745","Tunis"
"tun_ch004","Église Anglicane Saint-Georges","church","","","36.8019","10.1834","Tunis"
"tun_ch005","Église Russe Orthodoxe","church","","","36.8023","10.1840","Tunis"
"tun_sy001","Grande Synagogue de Tunis","synagogue","","","36.8001","10.1815","Tunis"
"tun_sy002","Synagogue Beit Yacoub","synagogue","","","36.8019","10.1825","Tunis"
"tun_th001","Théâtre Municipal de Tunis","theatre","+216 71 259 499","","36.8021","10.1833","Tunis"
"tun_th002","Opéra de Tunis","theatre","+216 71 800 990","","36.8423","10.1834","Tunis"
"tun_th003","Théâtre El Hamra","theatre","+216 71 565 666","","36.7975","10.1733","Tunis"
"tun_th004","Théâtre des Régions","theatre","+216 71 260 660","","36.8019","10.1840","Tunis"
"tun_th005","Théâtre de l'Étoile du Nord","theatre","+216 71 562 233","","36.7989","10.1720","Tunis"
"tun_th006","Cité de la Culture Chedly Klibi","arts_centre","+216 71 100 100","","36.8156","10.1834","Tunis"
"tun_th007","Centre Culturel Ibn Khaldoun","arts_centre","+216 71 800 700","","36.8023","10.1828","Tunis"
"tun_th008","Maison de la Culture Ibn Rachiq","arts_centre","+216 71 256 099","","36.7989","10.1723","Tunis"
"tun_mk001","Marché Central de Tunis","marketplace","","","36.8023","10.1798","Tunis"
"tun_mk002","Souk El Attarine","marketplace","","","36.7985","10.1715","Tunis"
"tun_mk003","Souk des Chéchias","marketplace","","","36.7987","10.1717","Tunis"
"tun_mk004","Souk El Berka","marketplace","","","36.7985","10.1717","Tunis"
"tun_mk005","Souk El Trouk","marketplace","","","36.7983","10.1714","Tunis"
"tun_mk006","Souk El Leffa","marketplace","","","36.7981","10.1712","Tunis"
"tun_mk007","Souk des Femmes","marketplace","","","36.7986","10.1717","Tunis"
"tun_mk008","Marché de La Marsa","marketplace","","","36.8780","10.3265","Tunis"
"tun_mk009","Marché Hafsia","marketplace","","","36.7989","10.1700","Tunis"
"tun_mk010","Marché Bab El Falla","marketplace","","","36.7956","10.1689","Tunis"
"tun_b001","Plage de La Marsa","beach","","","36.8800","10.3270","Tunis"
"tun_b002","Plage de Gammarth","beach","","","36.9067","10.2856","Tunis"
"tun_b003","Plage de Sidi Bou Said","beach","","","36.8720","10.3490","Tunis"
"tun_b004","Plage de Carthage","beach","","","36.8500","10.3250","Tunis"
"tun_b005","Plage Amilcar","beach","","","36.8624","10.3245","Tunis"
"tun_b006","Plage de Raoued","beach","","","36.9156","10.2789","Tunis"
"tun_b007","Plage Ezzahra","beach","","","36.7445","10.3045","Tunis"
"tun_b008","Plage El Aouina","beach","","","36.8567","10.2456","Tunis"
"tun_b009","Plage Hammam-Lif","beach","","","36.7333","10.3406","Tunis"
"tun_b010","Plage La Goulette","beach","","","36.8189","10.3056","Tunis"
"tun_v001","Belvédère Hill Viewpoint","viewpoint","","","36.8298","10.1745","Tunis"
"tun_v002","Sidi Bou Said Viewpoint","viewpoint","","","36.8720","10.3485","Tunis"
"tun_v003","Carthage Hill Viewpoint","viewpoint","","","36.8531","10.3239","Tunis"
"tun_v004","Phare de Sidi Bou Said Viewpoint","viewpoint","","","36.8723","10.3490","Tunis"
"tun_v005","Terrasse du Café des Nattes","viewpoint","","","36.8709","10.3478","Tunis"
"tun_f001","Fort de Carthage","fort","","","36.8556","10.3267","Tunis"
"tun_f002","Borj El Karrak","fort","","","36.8189","10.3056","Tunis"
"tun_f003","Borj Ennar","fort","","","36.8520","10.3270","Tunis"
"tun_f004","Kasbah de Tunis","castle","","","36.8003","10.1690","Tunis"
"tun_gw001","Bab El Bhar","city_gate","","","36.8000","10.1737","Tunis"
"tun_gw002","Bab Saadoun","city_gate","","","36.8086","10.1590","Tunis"
"tun_gw003","Bab Jedid","city_gate","","","36.7956","10.1689","Tunis"
"tun_gw004","Bab Souika","city_gate","","","36.8061","10.1681","Tunis"
"tun_gw005","Bab El Khadra","city_gate","","","36.8094","10.1680","Tunis"
"tun_gw006","Bab El Allouj","city_gate","","","36.8019","10.1656","Tunis"
"tun_gw007","Bab Carthagena","city_gate","","","36.8056","10.1701","Tunis"
"tun_gw008","Bab Sidi Abdesselem","city_gate","","","36.7989","10.1671","Tunis"
"tun_at001","Aqua Park Carthage Land","attraction","+216 71 290 540","","36.7345","10.3415","Tunis"
"tun_at002","Tunis Zoo","attraction","+216 71 287 555","","36.8298","10.1745","Tunis"
"tun_at003","Punic Quarter Tour","attraction","","","36.8530","10.3239","Tunis"
"tun_at004","Tour des Médersa","attraction","","","36.7984","10.1715","Tunis"
"tun_at005","Sidi Bou Said Walking Tour","attraction","","","36.8706","10.3417","Tunis"
"tun_at006","Tour à dos d'âne Sidi Bou","attraction","","","36.8718","10.3469","Tunis"
"tun_at007","Croisière Port de La Goulette","attraction","+216 71 735 200","","36.8189","10.3056","Tunis"
"tun_at008","Ferme Sidi Khelifa","attraction","","","36.7156","10.2189","Tunis"
"tun_at009","Espace Tunis Carthage","attraction","+216 71 940 100","","36.8540","10.2245","Tunis"
"tun_at010","Bowling Lac 2","attraction","+216 71 862 100","","36.8395","10.2378","Tunis"
"tun_nc001","People Lounge","nightclub","+216 71 800 800","","36.8456","10.1923","Tunis"
"tun_nc002","Calypso Beach Club","nightclub","+216 71 749 000","","36.9067","10.2856","Tunis"
"tun_nc003","Yuka Tunis","nightclub","","","36.8423","10.1834","Tunis"
"tun_nc004","Bond Bar","nightclub","","","36.8398","10.1789","Tunis"
"tun_sh001","Tunis City Centre","mall","+216 71 940 100","","36.8456","10.2178","Tunis"
"tun_sh002","Carrefour La Marsa","mall","+216 71 740 800","","36.8780","10.3267","Tunis"
"tun_sh003","Mall of Carthage","mall","+216 71 940 200","","36.8540","10.2245","Tunis"
"tun_sh004","Géant Tunis","mall","+216 71 940 050","","36.8456","10.2178","Tunis"
"tun_sh005","Azur City","mall","+216 71 862 200","","36.8395","10.2389","Tunis"
"tun_h_ext001","Hôtel Diar Lemdina La Marsa","hotel","+216 71 740 050","","36.8775","10.3265","Tunis"
"tun_h_ext002","Hôtel Karim La Marsa","hotel","+216 71 743 020","","36.8770","10.3270","Tunis"
"tun_h_ext003","Hôtel Megara Hammam-Lif","hotel","+216 71 290 200","","36.7345","10.3406","Tunis"
"tun_h_ext004","Hôtel Le Palace Gammarth","hotel","+216 71 912 000","","36.9067","10.2856","Tunis"
"tun_h_ext005","Hôtel Sofitel Palm Beach Gammarth","hotel","+216 71 911 555","","36.9070","10.2860","Tunis"
"tun_r_ext001","La Spaghetteria","restaurant","+216 71 800 100","","36.8423","10.1789","Tunis"
"tun_r_ext002","Café-Restaurant Le Promenade","restaurant","+216 71 740 010","","36.8780","10.3270","Tunis"
"tun_r_ext003","Restaurant Gourmet Gammarth","restaurant","+216 71 912 100","","36.9067","10.2856","Tunis"
"tun_r_ext004","Restaurant La Daurade","restaurant","+216 71 735 040","","36.8189","10.3056","Tunis"
"tun_r_ext005","Le Bistrot du Lac","restaurant","+216 71 862 050","","36.8395","10.2389","Tunis"
"sou_h001","Movenpick Resort & Marine Spa Sousse","hotel","+216 73 246 200","https://www.movenpick.com","35.8654","10.6385","Sousse"
"sou_h002","Hôtel Marhaba Beach","hotel","+216 73 241 000","","35.8521","10.6354","Sousse"
"sou_h003","Riadh Palms Hotel","hotel","+216 73 248 800","","35.8567","10.6356","Sousse"
"sou_h004","Tej Marhaba Hotel","hotel","+216 73 226 800","","35.8489","10.6378","Sousse"
"sou_h005","Hôtel Marhaba Palace","hotel","+216 73 248 200","","35.8645","10.6378","Sousse"
"sou_h006","Iberostar Selection Diar El Andalous","hotel","+216 73 246 200","","35.8889","10.6045","Sousse"
"sou_h007","Hôtel El Mouradi Palace","hotel","+216 73 246 200","","35.8845","10.6056","Sousse"
"sou_h008","Hôtel Marhaba Royal Salem","hotel","+216 73 244 800","","35.8534","10.6367","Sousse"
"sou_h009","Hôtel Houria Palace","hotel","+216 73 246 400","","35.8867","10.6034","Sousse"
"sou_h010","Hôtel Soviva Resort","hotel","+216 73 246 600","","35.8856","10.6045","Sousse"
"sou_h011","Hôtel El Hana Beach","hotel","+216 73 226 800","","35.8412","10.6345","Sousse"
"sou_h012","Hôtel Orient Palace","hotel","+216 73 246 000","","35.8845","10.6034","Sousse"
"sou_h013","Hôtel Marabout","hotel","+216 73 226 800","","35.8456","10.6378","Sousse"
"sou_h014","Hôtel Justinia","hotel","+216 73 226 400","","35.8423","10.6356","Sousse"
"sou_h015","Hôtel Hill Diar","hotel","+216 73 246 500","","35.8867","10.6056","Sousse"
"sou_h016","Hôtel Sahara Beach","hotel","+216 73 226 200","","35.8489","10.6378","Sousse"
"sou_h017","Hôtel El Hana Hannibal Palace","hotel","+216 73 246 700","","35.8856","10.6034","Sousse"
"sou_h018","Hôtel Africa Jade Thalasso","hotel","+216 72 281 444","","36.4234","10.6234","Sousse"
"sou_h019","Hôtel Bellevue Park","hotel","+216 73 226 700","","35.8467","10.6356","Sousse"
"sou_h020","Hôtel El Mouradi Port El Kantaoui","hotel","+216 73 248 000","","35.8889","10.6056","Sousse"
"sou_h021","Hôtel Boujaafar","hotel","+216 73 226 400","","35.8512","10.6378","Sousse"
"sou_h022","Hôtel Riviera","hotel","+216 73 226 600","","35.8489","10.6367","Sousse"
"sou_h023","Hôtel Marhaba Resort","hotel","+216 73 248 600","","35.8867","10.6045","Sousse"
"sou_h024","Hôtel Hannibal Palace","hotel","+216 73 246 800","","35.8845","10.6045","Sousse"
"sou_h025","Hôtel Royal Jinene","hotel","+216 73 226 300","","35.8512","10.6356","Sousse"
"sou_r001","Restaurant Lemon","restaurant","+216 73 211 388","","35.8456","10.6389","Sousse"
"sou_r002","Restaurant Le Phenicia","restaurant","+216 73 226 800","","35.8254","10.6368","Sousse"
"sou_r003","Restaurant La Calèche","restaurant","+216 73 211 555","","35.8523","10.6378","Sousse"
"sou_r004","Restaurant Le Tip Top","restaurant","+216 73 226 600","","35.8489","10.6367","Sousse"
"sou_r005","La Maison du Couscous","restaurant","+216 73 211 200","","35.8254","10.6378","Sousse"
"sou_r006","Restaurant Dar Baya","restaurant","+216 73 226 700","","35.8267","10.6356","Sousse"
"sou_r007","Restaurant El Mouradi","restaurant","+216 73 226 800","","35.8645","10.6385","Sousse"
"sou_r008","Restaurant Le Sahel","restaurant","+216 73 226 900","","35.8489","10.6378","Sousse"
"sou_r009","Restaurant Le Boukornine","restaurant","+216 73 211 800","","35.8456","10.6389","Sousse"
"sou_r010","Restaurant Le Forum","restaurant","+216 73 226 100","","35.8512","10.6378","Sousse"
"sou_r011","Restaurant Caracalla","restaurant","+216 73 246 100","","35.8889","10.6045","Sousse"
"sou_r012","Restaurant La Marina","restaurant","+216 73 348 100","","35.8889","10.6034","Sousse"
"sou_r013","Restaurant Le Lido","restaurant","+216 73 248 200","","35.8889","10.6034","Sousse"
"sou_r014","Restaurant Le Carthage","restaurant","+216 73 226 500","","35.8489","10.6367","Sousse"
"sou_r015","Restaurant Dar Echaouachine","restaurant","+216 73 211 700","","35.8267","10.6378","Sousse"
"sou_r016","Restaurant Le Mariposa","restaurant","+216 73 246 800","","35.8867","10.6045","Sousse"
